"HLA-DQB2","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DQB3","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DRA","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DRB1","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DRB2","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DRB3","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DRB4","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DRB5","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DRB6","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DRB7","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DRB8","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DRB9","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-E","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-F","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-G","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-H","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-J","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-K","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-L","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-N","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-P","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-S","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-T","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-U","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-V","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-W","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-X","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-Y","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-Z","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HPS1","http://albinismdb.med.umn.edu/","unknown","unknown"
"HPS1","http://www.retina-international.org/sci-news/epmut.htm","unknown","unknown"
"HPS1","http://www.retina-international.org/sci-news/hpsmut.htm","unknown","unknown"
"HPS3","http://albinismdb.med.umn.edu/","unknown","unknown"
"HPS3","http://www.retina-international.org/sci-news/hps3mut.htm","unknown","unknown"
"HPS4","http://www.retina-international.org/sci-news/lemut.htm","unknown","unknown"
"HSN2","http://www.molgen.ua.ac.be/CMTMutations/","unknown","unknown"
"HSPB1","http://www.molgen.ua.ac.be/CMTMutations/","unknown","unknown"
"HSPB8","http://www.molgen.ua.ac.be/CMTMutations/","unknown","unknown"
"ICAM4","http://www.ncbi.nlm.nih.gov/gv/mhc/xslcgi.cgi?cmd=bgmut/home","unknown","unknown"
"ICOS","http://bioinf.uta.fi/ICOSbase/","MUTbase","MUTbase"
"IFNGR1","http://bioinf.uta.fi/IFNGR1base/","MUTbase","MUTbase"
